t,F_true,F_smoothed,y_NE,lambda_NE_true,lambda_NE_smoothed,y_MW,lambda_MW_true,lambda_MW_smoothed,y_S,lambda_S_true,lambda_S_smoothed,y_W,lambda_W_true,lambda_W_smoothed
342,-0.8266484009081513,-4.9481764,-0.8191188010949365,0.026536767103289227,0.16572551,-0.6246748790796373,-0.11077840875009987,-0.045325868,-0.5619822898506843,0.044154709637218625,0.39670134,-1.7789595972883154,-0.7395169715014817,-0.45895293
343,-0.8158433649232646,-5.81656,-1.2028878475556657,-0.18156835186487166,-0.045130484,-1.0430972213788046,-0.3888545886658817,-0.35755414,-0.8377894343089521,0.08239120864296107,0.38051528,-1.99691606213134,-0.9209163560735094,-0.4683894
344,-0.7537598221173606,-6.057253,-1.2989186158122281,-0.5263001803942666,-0.0932369,-1.097827934957897,-0.39255929559112246,-0.38243142,-0.7483568494548611,0.055259619698633876,0.5006808,-2.229520208711043,-1.2900869592670898,-0.5877906
345,-0.5113283698696796,-4.937027,-0.8577029880037158,-0.4275481891336864,0.12492697,-0.5678470213245753,-0.31186825418226266,0.0067666993,-0.30701228203401376,0.29522671621665464,0.65681875,-1.9101719360914713,-1.2188053477416372,-0.6436259
346,-0.820814111390391,-6.0082726,-1.095042466395426,-0.1772483154935276,0.10090874,-0.6045395329401267,-0.14597893963120828,0.09840274,-0.6425575103657526,0.22310545615764715,0.54979664,-2.601141389336211,-1.4691770692245747,-0.90833616
347,-0.9094796251690568,-5.964368,-0.7182583839006252,0.20885783631736451,0.46885222,-0.5778505845143951,-0.045820072000845355,0.11897898,-1.0366040437168804,-0.11973794881954222,0.22523853,-2.4801263863328575,-1.4583512118924802,-0.8841238
348,-0.8208436767500535,-6.042552,-0.6092319757602348,0.28078867529005,0.5934486,-0.7158700431797566,-0.09429294453276181,-0.0053056926,-1.1666670542192623,-0.2523473704888949,0.107103825,-2.4455531950970464,-1.4833517019581208,-0.87684566
349,-1.058082836668145,-6.4013615,-0.7435528768044284,0.16432703467940352,0.53053474,-0.6799133607078451,0.0774221983600549,0.07193979,-1.1141172578968979,-0.12789812227370045,0.17154235,-2.948611195742232,-1.4970170335688255,-1.0600212
350,-0.8366904794601187,-5.0875,-0.8006929227589418,-0.03894814483947956,0.2119798,-0.2942397110953171,0.21646706916095354,0.29833218,-0.9403612698438635,-0.04391667090107895,0.08270053,-1.9080162999294257,-0.8771631071907326,-0.6308107
351,-0.7814369875550199,-4.9653764,-0.7470985902700508,-0.03081566477942674,0.24120623,-0.3070739575342055,0.20078233001949766,0.27557185,-1.1541276365528519,-0.32159548885334993,-0.121615894,-1.8496289588421804,-0.7594929895505392,-0.5168849
352,-0.6544493896785093,-4.596175,-0.6783355142059762,-0.086046255839564,0.23645149,-0.19245382001603656,0.30502449988862435,0.34306598,-1.2306116915592231,-0.4198175934614911,-0.25569338,-1.583624879773796,-0.6143722088255015,-0.39847475
353,-0.7400909389067785,-5.1003323,-1.0199687627713838,-0.2761528986093926,-0.004677862,-0.39505444982084253,0.28491638942571884,0.20489109,-1.2547958023141643,-0.4825456769717464,-0.22192582,-1.7901924454006604,-0.9314551689617461,-0.4491214
354,-0.6180263854118468,-4.640443,-0.42324959080442287,0.17502116635467363,0.50033057,-0.277520292850949,0.14371065752314255,0.26725304,-1.1933073822491003,-0.5000756362151323,-0.26811898,-1.937396701686601,-0.9635524380864594,-0.59414536
355,-0.4577556520134911,-3.6936152,-0.07047243825082401,0.5058016718158989,0.6646953,0.007113059382682321,0.21964105186851474,0.43463832,-1.2620877086904674,-0.6977325185418983,-0.46712106,-1.302956323188836,-0.8005595669289516,-0.38506463
356,-0.42282394899291587,-3.8278165,0.015673010886627065,0.6571411577545997,0.7775188,-0.22343078331684335,0.19230480988161347,0.22860342,-1.2838198508562586,-0.7410660661492147,-0.4716718,-1.5048321446864354,-0.9298887797383388,-0.4373568
357,-0.3876638150881115,-3.1567423,0.0017442024759750825,0.37439990452958416,0.6301053,-0.053443907475616476,0.15404482491846383,0.31698057,-0.9573632055022624,-0.7981093468810082,-0.33832857,-1.143645920518379,-0.6185283005957813,-0.342625
358,-0.3471123291958526,-2.9703321,0.17453048014096414,0.4892437837096023,0.7657367,0.13435443483947968,0.3441788957632072,0.4743915,-0.9875937125691032,-0.5794224254357618,-0.36711708,-1.2191690594147937,-0.8088981534225141,-0.41193214
359,-0.47661411890675986,-3.3758066,0.18809483598852028,0.5437824980527424,0.86000776,-0.3509027595819457,-0.09228770267044722,0.047762334,-1.0458124197895045,-0.3758383469139418,-0.34198415,-1.3363093982815137,-0.7748309249021511,-0.44447982
360,-0.4987434209428128,-3.5801768,0.20911440885106553,0.5507242481856416,0.9217164,-0.5484056323483614,-0.2864827876602932,-0.13053389,-0.982940303688886,-0.3645003946785345,-0.2620334,-1.5417833396170635,-0.8107825747085159,-0.52702
361,-0.5216218008106667,-3.3656967,0.3534267120557788,0.7180486643665508,1.0232873,-0.841828578844392,-0.40724679408439013,-0.44336146,-0.9775582833067674,-0.3986175184674127,-0.26188633,-1.2836739008583329,-0.6773381206794725,-0.41530508
362,-0.4641127211576424,-3.3630478,0.17350051279679346,0.7374155932838237,0.84293324,-0.8668613772296772,-0.380286532402833,-0.46955007,-0.7894266804653892,-0.33356939045363104,-0.13013291,-1.3289748457085422,-0.7369653620061295,-0.42779976
363,-0.31413908412109826,-2.9182749,0.425440513936042,0.7748061015521172,1.0062665,-0.6156697628402277,-0.3424204513871709,-0.27697268,-0.7372693111109482,-0.44719597075027145,-0.16947791,-1.2421124051652317,-0.7081261165210002,-0.44403297
364,-0.4729194964178597,-3.2984633,0.3610803761640198,0.7859664429937415,1.0176245,-0.7421661240154949,-0.5000352082756938,-0.35680044,-1.061456139347377,-0.6089061484653837,-0.38143694,-1.3068823964308287,-0.6750996027296371,-0.40689072
365,-0.4916708509657963,-3.350004,0.49774937495352284,0.7362297581451014,1.1644343,-0.9461718574958335,-0.5478018714671791,-0.5499226,-1.3225793179515835,-0.7172553512254745,-0.5822587,-1.2566971617278098,-0.7556529570281669,-0.31512415
366,-0.2694525188169503,-2.7927756,0.14763047003494073,0.26907306848049944,0.703556,-0.8253888445099081,-0.5673677489522788,-0.49428064,-1.02214991196628,-0.7597961856177893,-0.50336564,-0.7408827457528879,-0.5582539511154221,-0.067007735
367,-0.3809907531388349,-3.04334,-0.0236147132484609,0.24543632369053597,0.5820901,-0.5341091467400876,-0.08528058535043931,-0.17414063,-1.3999376258823955,-0.8932418510186191,-0.72766286,-0.8623711678369554,-0.43881803451733786,-0.08503976
368,-0.5043282557323829,-3.2653193,-0.4457245679201815,0.09738248336713053,0.2042171,0.024271800324146386,0.2020368238817205,0.39691234,-1.3914723248924623,-0.7747469452854397,-0.7016874,-1.180316019599889,-0.4056549383309542,-0.23847309
369,-0.4739823269577039,-3.1921198,-0.7354953707391596,-0.17319308066594313,-0.10001005,-0.1493492182751827,0.09986704645267902,0.22537717,-1.1790748865793288,-0.5659234294758283,-0.578043,-1.0187935138922968,-0.4516771790928704,-0.15158054
370,-0.3473245483849059,-2.3046155,-0.07928455475246877,0.18914920529411317,0.3793612,-0.14078144212583427,0.02535614361612338,0.12791358,-1.2959046693551524,-0.7950087806719289,-0.7570211,-0.588672053401785,-0.2222362308873266,-0.021002106
371,-0.345610640050807,-2.0077376,0.05089912620289387,0.5065758926771369,0.4505598,-0.2972505940429629,-0.1520956846853454,-0.06254509,-0.9847354897559369,-0.7109847345858501,-0.5865468,-0.6241744505541442,-0.24745141681996732,-0.06771442
372,-0.1462665514852586,-1.281948,0.5323234422513999,0.7024336288346887,0.7874206,-0.4526118596174072,-0.40789610973206636,-0.29911903,-0.7715067408111013,-0.6794747042752055,-0.4991779,-0.3968817381853218,-0.2852306501232774,-0.046794534
373,-0.017747454100279586,-0.6735544,0.6188860188801885,0.6481112678806603,0.7529956,-0.38070501913508037,-0.3438489157469317,-0.3026487,-0.4719113329635549,-0.5500556704510604,-0.3677936,-0.2147165479387068,-0.22797116553309643,-0.0015348122
374,0.10852555593322968,0.29885024,1.088836366734603,0.8210196018890925,1.0292755,-0.3651654513431086,-0.4247569300841493,-0.3968639,-0.374069663535618,-0.49737908166460026,-0.42686474,0.30647643341460656,0.1726344445844623,0.16223264
375,0.19164303113184367,0.043515205,0.8564505985619696,0.7002772977260937,0.84780204,-0.2611394384835428,-0.3525331238166209,-0.26402172,-0.42080093975429106,-0.7092890438858338,-0.44432053,0.045339136350656915,-0.14296005453033803,0.09750958
376,0.5407909961837565,0.79200387,0.9326611907732303,0.6357951584467355,0.7750224,0.11997039636031126,-0.5220573764098183,0.020662073,-0.4468490579536627,-0.8655902132915403,-0.54647684,0.5567984116742143,0.043563668485480544,0.26436603
377,0.5100167428538499,0.7046705,0.8821928182074253,0.3217316105873286,0.74189574,-0.11933914674675411,-0.5319420698743933,-0.20017192,-0.12640777941332065,-0.7737349483570911,-0.31193924,0.3188243151761798,-0.3781616272051602,0.14622398
378,0.20948839904387284,0.034449637,0.4924563436324774,0.35287012989899724,0.4856465,-0.3029977564085225,-0.40325959160409003,-0.3020599,-0.2630316660184271,-0.5111808879671903,-0.3037576,0.00595806599200982,-0.28498213713024373,0.08832026
379,0.45012655327144396,1.1142962,0.7664064518142497,0.31201679609903105,0.54455364,0.09396203109095733,-0.26767623361568144,-0.040366475,-0.30076635734470675,-0.8586165259582117,-0.48252788,0.7366560449346651,0.09573394139930624,0.36182007
380,0.3814716386279201,0.77756417,0.37748502186099125,0.004683853317283493,0.22275229,0.014423062172669296,-0.15152019308124298,-0.07558041,-0.2529029566025327,-0.7105240889981062,-0.41087294,0.5539117047012038,0.19175294381419705,0.36595595
381,0.39765370527937505,1.2004678,0.3640251586539698,-0.006258147043628413,0.12512445,0.1095187634659352,-0.31928950208855,-0.031143256,-0.08662615879289587,-0.4253397191465198,-0.33500272,0.7877315936299413,0.2062801078352478,0.44925523
382,0.5940863080084541,1.8023797,0.6518550284284786,-0.021265337758445847,0.2930856,0.22252476387469805,-0.12722874215050575,0.010056764,0.09334055632120872,-0.41035040494898617,-0.2735736,1.0359943216314096,0.058227611758341444,0.47876292
383,0.3537473768496153,1.0831757,0.5418975852485935,0.34143669623424905,0.32631683,0.07591695884629514,-0.22181474821068214,-0.04867913,0.04763778274695235,-0.2702789151693282,-0.19844972,0.5257872854371135,0.05807068245482241,0.24735549
384,0.1660002947336944,0.5840634,0.5833627297400521,0.46906385750179364,0.46708572,0.14027485791044975,-0.08252311137744976,0.068865106,-0.13071140587964472,-0.3698034582139998,-0.2549028,0.20528223240465399,-0.004351618828494663,0.06169747
385,-0.07419139583413364,-0.35904998,0.39520576217242226,0.4009933666948178,0.4666561,-0.08107141325808306,-0.06761429059468879,-0.04007754,-0.36691042216244507,-0.35430902826243765,-0.33770946,-0.24229285728977715,-0.1767442783139735,-0.076999515
386,-0.1933118393379472,-1.2529521,0.13588150677842772,0.39060182365081175,0.38527995,-0.38642084569204244,-0.2605495573374432,-0.23577246,-0.9600798097415894,-0.6106425587316611,-0.667023,-0.2673792889890656,-0.21930760032076804,0.03211574
387,-0.12736634843539818,-1.6493067,0.052607006361634234,0.3408540257240296,0.38090274,-0.34394553697631,-0.2558693015571328,-0.1504222,-1.2097730183996518,-0.9715600983738922,-0.808905,-0.41728786208046587,-0.1493468329444592,0.0127477385
388,-0.04873817201348253,-1.1464759,0.2672604872185067,0.24914312490631563,0.49541903,-0.18965171003428957,-0.14989087993614109,-0.054773774,-0.8306418021248682,-0.7047062443159534,-0.6209323,-0.3432518983460017,-0.30021296806786496,-0.047358572
389,-0.007297045114199471,-1.4707209,0.10029863462266532,-0.00471378330728911,0.3930241,-0.09074567735041288,-0.027967896877723025,0.07956151,-0.8552919625270586,-0.8115347068747576,-0.580049,-0.5310213133285754,-0.44156941245035164,-0.14773014
390,-0.21921192769805442,-2.5748856,-0.2579285397949367,-0.03421709133258159,0.25452346,-0.2419191944844497,-0.04352250211884121,0.06375869,-1.1897144518410245,-0.8123762482878993,-0.691398,-1.027510617318558,-0.6878346392265878,-0.28795138
391,-0.5657274431929511,-3.6024709,-0.9401161820031014,-0.17830417896319706,-0.2230019,-0.05310134097488731,0.19494883189508494,0.36387968,-1.7452035931740038,-0.9806982290477442,-0.97592825,-1.2597396837188706,-0.5193349767798402,-0.25175983
392,-0.5575744053843937,-3.3425972,-0.8885990906178589,-0.4016216599033468,-0.22330624,-0.0940700658735395,0.30708568116405177,0.29551703,-1.831938328261656,-1.1364229526980674,-1.1100166,-0.9271580647718622,-0.3370436619335061,-0.062259287
393,-0.6283408104301441,-3.403007,-1.0334636465804508,-0.23913404800833782,-0.35606128,-0.3112477667680996,0.2071704274712785,0.0910749,-1.7366209512959496,-1.0540714434452916,-1.0625594,-0.8823771182597653,-0.24563312476945154,0.019173726
394,-0.5594329446726524,-2.8675144,-0.6535640258082759,-0.12501100882044014,-0.08292408,-0.16497820715944306,0.27825461379756444,0.17500332,-1.8134238671604455,-1.0799881940451788,-1.161379,-0.6862682550085883,-0.0038196413968108744,0.06777793
395,-0.45413990073946187,-2.432947,-1.0064871429846676,-0.46360085977098975,-0.52217764,0.3048118513683786,0.5126727138162795,0.58497745,-1.4150888368121999,-0.9039545950016152,-0.92856175,-0.6120717475350825,0.015969595728566485,0.069348335
396,-0.4334036859306596,-1.6809248,-0.9679852728117229,-0.4185976583043667,-0.6333268,0.46838894433546374,0.7042108611704776,0.6602136,-1.1029909929946713,-0.7321022200851273,-0.77716744,-0.21385525458440063,0.10029565046160498,0.18121275
397,-0.31938372312428154,-1.516159,-0.5202424572109775,-0.15666773237872694,-0.21848968,0.21163301844923615,0.3791687068130075,0.3886355,-1.0826391309162462,-0.6011390617381853,-0.7398487,-0.3028498821480418,0.15510440604647618,0.09898017
398,-0.28500201700702127,-1.2974107,-0.22465459739240098,0.07867717525734627,0.033560038,-0.06089853301906057,0.16435499877683346,0.097929634,-0.8322238077460243,-0.49807701319724695,-0.5393906,-0.31126314049620807,0.11635307304889331,0.0043213367
399,-0.20549231116680128,-0.7051915,0.002129831340346,0.2720429675457921,0.1424699,0.26771344623207805,0.35422181703154443,0.3457243,-0.28783690389818695,-0.1642710349897828,-0.20095456,-0.4590244068802106,-0.014390097905496294,-0.20423022
